iter	RMSE
332	3686.535913
333	3682.146056
334	3681.926703
335	3680.858444
336	3680.439661
337	3678.400052
338	3677.043637
339	3674.628244
340	3671.635118
341	3669.453959
342	3665.968685
343	3665.668348
344	3663.794343
345	3661.007875
346	3658.437496
347	3657.190899
348	3655.356188
349	3653.306496
350	3650.986166
351	3649.281089
352	3646.4872
353	3642.372296
354	3639.264805
355	3637.502723
356	3635.283308
357	3633.563654
358	3631.448023
359	3628.239776
360	3626.318607
361	3623.540825
362	3620.817602
363	3617.116732
364	3616.05355
365	3613.441757
366	3612.283595
367	3608.390125
368	3608.040457
369	3606.208259
370	3602.458486
371	3599.43391
372	3598.554086
373	3598.078975
374	3596.512052
375	3595.229526
376	3593.755248
377	3592.324288
378	3589.961317
379	3588.765307
380	3585.653941
381	3585.342632
382	3584.42018
383	3582.34828
384	3581.309407
385	3579.337003
386	3578.050078
387	3577.739511
388	3577.359588
389	3575.975525
390	3572.594937
391	3572.265143
392	3569.75655
393	3566.924296
394	3564.070834
395	3563.150506
396	3562.11339
397	3558.276684
398	3557.352522
399	3554.566956
400	3553.624669
401	3552.532315
402	3551.428797
403	3550.970367
404	3547.010529
405	3545.644222
406	3542.963482
407	3541.106227
408	3538.891012
409	3536.940578
410	3535.534503
411	3533.981794
412	3532.780033
413	3529.900959
414	3529.640974
415	3528.426561
416	3526.978688
417	3526.728811
418	3523.479725
419	3522.059395
420	3520.841771
421	3519.949946
422	3518.576134
423	3516.995227
424	3514.464101
425	3511.222238
426	3509.499406
427	3508.567272
428	3506.559521
429	3506.025131
430	3503.626605
431	3501.611883
432	3499.476286
433	3498.48088
434	3498.169683
435	3496.440432
436	3493.729669
437	3492.85771
438	3490.553944
439	3490.132531
440	3489.741599
441	3487.976382
442	3486.83597
443	3483.857633
444	3482.034816
445	3480.40728
446	3476.39844
447	3475.703478
448	3471.656305
449	3469.69576
450	3466.854439
451	3465.093977
452	3462.390899
453	3460.75624
454	3460.389233
455	3458.462882
456	3457.160607
457	3455.692595
458	3455.031243
459	3453.822009
460	3452.568763
461	3450.719551
462	3449.685217
463	3446.030888
464	3445.838471
465	3444.841619
466	3444.341348
467	3443.343329
468	3441.307416
469	3441.034643
470	3438.787893
471	3437.568948
472	3436.807314
473	3436.512522
474	3435.403211
475	3435.090288
476	3433.827427
477	3430.993541
478	3429.359298
479	3429.046876
480	3427.490591
481	3423.996386
482	3422.312814
483	3421.169244
484	3418.584885
485	3416.252493
486	3415.756547
487	3412.632231
488	3411.393296
489	3408.719413
490	3405.947793
491	3405.232859
492	3404.956268
493	3404.691218
494	3401.905176
495	3401.344357
496	3399.121697
497	3398.356328
498	3396.296905
499	3393.379311
500	3392.624747
501	3389.539884
502	3388.126054
503	3386.535964
504	3385.068004
505	3383.933893
506	3383.254798
507	3382.783687
508	3382.480861
509	3380.904546
510	3379.608971
511	3378.136778
512	3376.17798
513	3374.785695
514	3374.636454
515	3373.998096
516	3372.846191
517	3369.724015
518	3367.525358
519	3366.578747
520	3366.434729
521	3364.408914
522	3363.313386
523	3362.235536
524	3360.949906
525	3360.433348
526	3358.372332
527	3355.847067
528	3353.519875
529	3353.149246
530	3351.907168
531	3350.684422
532	3349.153212
533	3348.834067
534	3347.089754
535	3346.153502
536	3344.85822
537	3343.905762
538	3342.220519
539	3341.170088
540	3338.829013
541	3338.187265
542	3337.104582
543	3335.44429
544	3335.283562
545	3335.112069
546	3334.047833
547	3333.818317
548	3333.392787
549	3332.251934
550	3330.859741
551	3328.386807
552	3325.777522
553	3323.521589
554	3320.679403
555	3319.28426
556	3319.138938
557	3318.723656
558	3317.605114
559	3316.426579
560	3315.525619
561	3315.154496
562	3314.488687
563	3314.307606
564	3314.194458
565	3312.910188
566	3309.637157
567	3308.930412
568	3307.322324
569	3305.257541
570	3304.344726
571	3302.427601
572	3300.805808
573	3299.673123
574	3298.576808
575	3297.724253
576	3297.20227
577	3296.141939
578	3294.941503
579	3294.502321
580	3293.244135
581	3292.058799
582	3288.754394
583	3288.618989
584	3288.239177
585	3286.486967
586	3285.668144
587	3285.45176
588	3284.098121
589	3281.922032
590	3279.8755
591	3279.337605
592	3278.465489
593	3275.126
594	3273.548103
595	3272.065532
596	3270.459143
597	3268.459886
598	3265.606292
599	3264.722667
600	3262.413224
601	3260.165266
602	3259.357453
603	3257.811694
604	3257.158546
605	3256.16585
606	3254.849764
607	3252.957122
608	3251.079769
609	3250.827961
610	3247.282125
611	3244.371704
612	3243.486915
613	3243.13401
614	3242.271451
615	3241.015097
616	3240.313519
617	3239.683104
618	3239.443561
619	3237.99606
620	3236.722423
621	3236.381502
622	3234.252191
623	3233.393633
624	3231.517572
625	3229.341761
626	3228.512842
627	3227.28773
628	3227.048106
629	3224.954095
630	3223.543821
631	3221.279196
632	3220.470295
633	3219.679271
634	3217.130623
635	3215.268439
636	3214.279157
637	3212.85464
638	3212.472614
639	3211.716503
640	3210.594252
641	3209.836593
642	3207.498013
643	3206.484204
644	3206.290791
645	3206.078113
646	3205.315797
647	3203.411491
648	3201.617441
649	3200.589483
650	3197.932508
651	3196.495723
652	3195.749605
653	3195.559689
654	3194.416416
655	3192.619826
656	3191.17099
657	3190.809456
658	3189.033072
659	3188.855062
660	3187.551136
661	3186.959496
662	3185.596007
663	3184.765077
664	3184.638602
665	3183.24949
666	3181.59461
667	3179.522522
668	3178.879746
669	3176.203224
670	3174.837162
671	3173.725457
672	3173.529215
673	3171.852486
674	3170.306611
675	3169.177852
676	3167.131438
677	3166.222783
678	3165.50613
679	3165.288541
680	3163.893002
681	3163.137079
682	3162.568586
683	3161.035002
684	3159.168103
685	3158.677289
686	3157.552141
687	3155.535719
688	3155.062073
689	3153.566909
690	3151.110032
691	3149.459091
692	3149.258003
693	3147.299539
694	3145.359887
695	3143.47894
696	3143.140153
697	3142.22164
698	3141.000068
699	3138.976021
700	3137.868873
701	3137.714111
702	3136.999412
703	3135.993533
704	3135.503994
705	3134.411185
706	3133.473936
707	3131.774372
708	3129.381342
709	3126.716172
710	3125.250461
711	3123.42626
712	3123.043192
713	3121.494917
714	3119.3802
715	3118.113037
716	3116.24367
717	3114.95153
718	3113.201204
719	3113.018498
720	3111.9433
721	3110.529869
722	3109.844365
723	3109.657995
724	3106.113248
725	3104.75618
726	3103.601602
727	3101.809361
728	3101.646548
729	3100.693333
730	3098.458964
731	3097.404613
732	3095.161941
733	3093.884574
734	3090.71903
735	3089.890155
736	3087.611568
737	3085.669135
738	3084.408237
739	3082.847119
740	3080.998204
741	3079.549507
742	3077.613939
743	3075.015608
744	3072.78474
745	3071.696997
746	3070.2534
747	3068.936936
748	3068.811632
749	3068.346589
750	3066.855045
751	3065.497465
752	3063.744817
753	3062.319709
754	3058.919197
755	3058.235238
756	3055.749692
757	3053.709466
758	3052.738527
759	3051.069722
760	3050.20757
761	3047.480991
762	3044.467971
763	3042.413734
764	3041.552218
765	3039.659511
766	3038.96625
767	3037.51807
768	3035.768969
769	3034.130915
770	3033.826086
771	3033.349153
772	3031.252518
773	3030.615442
774	3028.594774
775	3026.676397
776	3026.207671
777	3024.458293
778	3022.853975
779	3021.666485
780	3019.885698
781	3019.426164
782	3018.017799
783	3016.88095
784	3015.013636
785	3012.756577
786	3011.061072
787	3008.990971
788	3006.126196
789	3003.780889
790	3002.353774
791	3000.778783
792	2999.822928
793	2997.097554
794	2995.579044
795	2995.023231
796	2994.133171
797	2991.870331
798	2991.17535
799	2989.972997
800	2988.956328
801	2987.815295
802	2985.723099
803	2984.525877
804	2982.079699
805	2980.395832
806	2978.838256
807	2978.718272
808	2976.477616
809	2975.775364
810	2975.671965
811	2973.274389
812	2972.900674
813	2972.713522
814	2971.039744
815	2970.169868
816	2969.725899
817	2968.019605
818	2966.46034
819	2963.612606
820	2961.147697
821	2958.741969
822	2957.956456
823	2957.246372
824	2955.590144
825	2954.144284
826	2952.808898
827	2952.299639
828	2951.647552
829	2950.575011
830	2948.823449
831	2948.618387
832	2948.306867
833	2946.390254
834	2945.53567
835	2942.734127
836	2940.94562
837	2940.110146
838	2939.532825
839	2938.945297
840	2937.943406
841	2937.215243
842	2934.569911
843	2933.137235
844	2931.907187
845	2930.329022
846	2928.751254
847	2928.363711
848	2927.957204
849	2926.822451
850	2925.749117
851	2924.041912
852	2923.567094
853	2920.344497
854	2918.722158
855	2917.339139
856	2916.290133
857	2914.653498
858	2913.423081
859	2912.361764
860	2911.680975
861	2910.679236
862	2909.748588
863	2908.873985
864	2906.995589
865	2905.455613
866	2903.994634
867	2903.140696
868	2902.079485
869	2901.075179
870	2899.337951
871	2898.75881
872	2897.032357
873	2896.870468
874	2896.48056
875	2894.848796
876	2893.086042
877	2892.791734
878	2891.478775
879	2890.601487
880	2890.256227
881	2889.524016
882	2887.803564
883	2887.7114
884	2885.070527
885	2883.197023
886	2881.834737
887	2879.96301
888	2879.496694
889	2878.096862
890	2876.204295
891	2876.09034
892	2874.891333
893	2872.356248
894	2870.694715
895	2869.068345
896	2868.264391
897	2867.405472
898	2866.620551
899	2864.46351
900	2863.310138
901	2861.904409
902	2861.262342
903	2858.964098
904	2858.823376
905	2857.914588
906	2856.897403
907	2855.146778
908	2854.346856
909	2851.505826
910	2849.162747
911	2848.374843
912	2846.906937
913	2843.790505
914	2842.33078
915	2840.152387
916	2839.789313
917	2838.168026
918	2835.946627
919	2834.811333
920	2834.510567
921	2833.737152
922	2831.587623
923	2830.061869
924	2828.428128
925	2827.794532
926	2826.830812
927	2824.775424
928	2823.735227
929	2822.985493
930	2820.976999
931	2818.77428
932	2816.804496
933	2815.330838
934	2813.511916
935	2812.051359
936	2811.350029
937	2811.18802
938	2810.750542
939	2808.897425
940	2807.470444
941	2806.091589
942	2803.721214
943	2803.140469
944	2802.234013
945	2801.359329
946	2800.654152
947	2800.322354
948	2798.932032
949	2796.826227
950	2796.375474
951	2794.147056
952	2792.889369
953	2791.653106
954	2790.736735
955	2790.18348
956	2788.425868
957	2787.565108
958	2786.221359
959	2784.081386
960	2783.328618
961	2782.402671
962	2780.617801
963	2780.289314
964	2779.719665
965	2778.799377
966	2777.071859
967	2776.699627
968	2775.469402
969	2774.059243
970	2772.719232
971	2771.057004
972	2769.603173
973	2768.306787
974	2766.130273
975	2764.8651
976	2763.515867
977	2762.284935
978	2761.175854
979	2760.299975
980	2760.141575
981	2758.804649
982	2758.406399
983	2756.909099
984	2754.98395
985	2754.054081
986	2752.412576
987	2751.264108
988	2749.580754
989	2749.045085
990	2747.807578
991	2746.415693
992	2745.95865
993	2744.650729
994	2744.350416
995	2744.061412
996	2742.572755
997	2742.250368
998	2741.958059
999	2739.255807
